"StartTime","EndTime","LowFreq","HighFreq","StartFile","EndFile","label","Type","SignalCode","Comments"
14498.462274121,14505.283870791,48.1,515.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14506.904471106,14516.138124058,62.8,752.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14516.62807299,14524.014995352,64.7,515.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14525.032581595,14531.703424749,85,515.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14533.957279837,14540.401992714,92.4,415.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14543.228621168,14548.76881294,77.6,449.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14551.180869221,14558.190907789,77.6,397.4,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14559.585377827,14567.424560741,86.9,561.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.20",""
14569.610486746,14577.336604523,73.9,467.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.20",""
14578.165748869,14584.98734554,90.6,469.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14623.233602952,14630.695902073,232.9,584.1,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.13",""
14633.221023492,14641.889350754,255.1,619.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.13",""
14643.766322048,14651.982388756,288.4,521.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.13",""
14653.565300691,14661.216041709,251.4,530.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.13",""
14663.326590955,14671.203462249,288.4,554.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.13",""
14679.193398681,14688.200921357,40.7,521.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
14689.180819221,14697.811458103,33.3,545.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
14698.25627098,14705.190932789,29.6,580.4,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
14800,14805.163307977,136.8,571.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.20",""
14807.726117776,14812.851737374,68.4,602.6,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.20",""
14815.979872864,14821.972325188,129.4,676.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.20",""
14824.082874435,14829.962261621,110.9,606.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14831.620550314,14837.726067776,73.9,578.6,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14840.100435678,14846.808967211,103.5,537.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.20",""
14848.391879146,14854.459708229,98,552.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14857.203512249,14863.535159987,105.4,486.1,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14866.47485358,14872.12811049,99.8,467.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14874.992427324,14881.437140201,118.3,497.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14892.74365402,14898.849171482,96.1,488,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
14901.411981281,14906.989861432,90.6,462.1,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15068.582911935,15077.891941646,16.6,565.6,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
15079.550230339,15087.917050565,14.8,547.1,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
15090.178353329,15098.055224623,35.1,565.6,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
15099.901955214,15107.778826508,48.1,462.1,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
15109.47480358,15117.163232977,33.3,552.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
15119.462224121,15128.273857224,38.8,445.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
15129.592950503,15138.48740804,42.5,397.4,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
15244.829119347,15248.97484108,75.8,611.8,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15253.007497676,15258.39693593,59.1,665.4,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15261.48738304,15265.595416394,85,676.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15269.703449749,15274.376808794,83.2,671,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15278.560218907,15282.366745226,96.1,707.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15286.12813549,15290.839182915,98,608.1,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15294.935787688,15300.325225942,122,571.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15303.001100879,15308.164408857,77.6,672.8,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15311.36047343,15317.089107098,70.2,530.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15320.06648907,15324.400652701,99.8,593.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15327.56647657,15332.729784548,92.4,606.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15336.159427073,15341.32273505,88.7,635.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15344.300117023,15350.405634485,83.2,661.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15353.081509422,15358.508636055,83.2,672.8,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15361.478570352,15368.677050817,92.4,513.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15370.109209234,15378.023768907,92.4,573,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15378.702159736,15385.787575063,92.4,556.4,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15387.21973348,15394.682032601,79.5,676.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15395.699618844,15402.332773618,88.7,632.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15403.991062312,15409.418188945,81.3,578.6,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15412.470947676,15418.237269724,72.1,554.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15420.528813191,15427.199656344,83.2,608.1,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15429.611712626,15436.998634987,68.4,621.1,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15438.656923681,15444.837817902,79.5,621.1,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15447.890576633,15454.372977889,77.6,561.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15455.842824686,15462.852863254,66.5,569.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15464.36039843,15471.558878894,75.8,497.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15473.699668844,15480.747395791,73.9,427,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.20",""
15482.895633417,15489.114216018,83.2,451,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15490.960946608,15496.651891897,79.5,434.4,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15498.649376005,15504.905646985,79.5,469.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15507.242326508,15513.98854642,70.2,525,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15515.609146734,15522.430743405,83.2,491.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15523.478570352,15529.998659987,83.2,428.8,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15533.164483857,15537.762466143,81.3,475,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15541.192108668,15547.33531451,73.9,637.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15549.257421859,15555.739823116,48.1,600.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15794.194677073,15799.923310741,122,613.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15803.616771922,15808.704703141,92.4,602.6,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15811.945903769,15816.280067399,79.5,656.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15819.483579648,15824.420757349,79.5,591.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15827.51120446,15832.674512437,107.2,580.4,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15835.764959548,15840.777514008,112.8,550.8,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15844.470975188,15849.219710992,105.4,558.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15852.943412877,15858.219785992,125.7,500.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15862.10168907,15867.378062186,109.1,506.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15871.335342023,15877.365482726,114.6,506.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15879.739850628,15885.619237814,122,539.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15888.97350358,15895.154397802,127.5,560.1,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15896.586556219,15902.428255025,131.2,547.1,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15905.322812563,15910.712250817,116.5,475,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15913.538879271,15919.832838631,105.4,541.6,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15922.810220603,15928.161970477,133.1,506.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15931.026287312,15936.604167462,149.7,519.4,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15939.996121608,15945.197117965,112.8,571.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15948.664448869,15954.581524435,114.6,550.8,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15956.684626005,15962.450948053,112.8,482.4,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15965.277576508,15971.797666143,92.4,491.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15974.322787563,15980.277551508,83.2,502.8,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15982.727296168,15989.548892839,90.6,539.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
15991.207181533,15998.89561093,92.4,558.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16000.214704209,16009.900617714,79.5,586,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16065.815277387,16072.146925126,103.5,430.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.13",""
16074.747423304,16082.096657286,61,569.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.13",""
16084.056453015,16090.124282098,55.5,460.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.13",""
16091.292621859,16098.830297739,59.1,569.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
16100.375521294,16108.893095038,46.2,495.4,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
16110.061434799,16118.164436369,29.6,467.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
16118.571560867,16127.352953266,20.3,526.8,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
16128.634358166,16137.717257601,33.3,735.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
16138.923285741,16149.061459799,22.2,713.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
16150.192111181,16161.423248241,37,724.6,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.3",""
16220.586556219,16224.732277952,201.5,915,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.10",""
16229.47356608,16233.732352952,181.1,794.8,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.10",""
16237.501190892,16241.684601005,194.1,774.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.10",""
16244.888113254,16249.410718781,105.4,713.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.10",""
16252.275035616,16257.02377142,99.8,717.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.10",""
16259.850399874,16265.277526508,86.9,748.6,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.10",""
16268.707169033,16273.945853769,79.5,737.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.10",""
16277.300119535,16282.237297236,99.8,574.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.10",""
16286.337882915,16291.350437374,94.3,613.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16295.006210176,16300.508713568,85,626.6,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16302.958458229,16309.290105967,72.1,634,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16311.476031972,16316.63933995,64.7,508.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16319.654410302,16325.043848555,83.2,482.4,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16327.606658354,16333.52373392,86.9,593.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16335.777589008,16342.146925126,85,530.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16343.76752544,16349.458470729,85,493.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16351.832838631,16358.239863128,70.2,530.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16360.463477513,16366.945878769,81.3,458.4,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16369.244869912,16374.596619786,99.8,473.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16377.272494724,16382.51117946,85,502.8,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16384.9986125,16391.217195101,90.6,598.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16393.433361809,16399.61425603,86.9,508.3,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16402.290130967,16407.679569221,70.2,491.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16410.468509296,16416.385584862,88.7,480.6,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16418.835329523,16425.84536809,85,480.6,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
16426.976019472,16432.930783417,90.6,425.1,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
17208.747423304,17214.62681049,103.5,449.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
17218.433336809,17223.069007475,96.1,414,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
17237.277526508,17241.272494724,96.1,469.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
17245.832788631,17250.280017399,98,417.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
17255.322812563,17261.390641646,103.5,476.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.20",""
17263.727321168,17270.322787563,90.6,500.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.20",""
17272.847908982,17279.330310239,109.1,500.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.20",""
17280.800157035,17286.717232601,116.5,476.9,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.20",""
17290.825265955,17294.85792255,103.5,454.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
17299.87047701,17305.372980402,83.2,493.5,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
17309.096682286,17314.976069472,94.3,528.7,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
17318.141893342,17323.531331595,98,510.2,"UK-XPKO01-141214-080838.wav","UK-XPKO01-141214-080838.wav","y","i_neg","HB.s.p.12",""
77064.400724435,77074.237396922,46.4,348.2,"UK-XPKO01-141216-043723.wav","UK-XPKO01-141216-043723.wav","y","i_neg","HB.s.p.3","#s"
77074.689657726,77084.017536809,38.7,326.9,"UK-XPKO01-141216-043723.wav","UK-XPKO01-141216-043723.wav","y","i_neg","HB.s.p.3","#s"
77175.363002701,77181.694653957,179.9,756.3,"UK-XPKO01-141216-043723.wav","UK-XPKO01-141216-043723.wav","y","i_neg","HB.s.p.10",""
77184.634349183,77189.270022425,210.8,742.7,"UK-XPKO01-141216-043723.wav","UK-XPKO01-141216-043723.wav","y","i_neg","HB.s.p.10",""
77193.22730446,77198.597901508,216.6,783.4,"UK-XPKO01-141216-043723.wav","UK-XPKO01-141216-043723.wav","y","i_neg","HB.s.p.10",""
77202.27252054,77207.586584987,207,671.2,"UK-XPKO01-141216-043723.wav","UK-XPKO01-141216-043723.wav","y","i_neg","HB.s.p.10",""
77211.193454899,77216.224856344,100.6,707.9,"UK-XPKO01-141216-043723.wav","UK-XPKO01-141216-043723.wav","y","i_neg","HB.s.p.10",""
77220.125605779,77225.100474623,85.1,704.1,"UK-XPKO01-141216-043723.wav","UK-XPKO01-141216-043723.wav","y","i_neg","HB.s.p.10",""
77229.057756658,77234.089158103,104.4,570.6,"UK-XPKO01-141216-043723.wav","UK-XPKO01-141216-043723.wav","y","i_neg","HB.s.p.10",""
77237.424581533,77243.812765389,100.6,499,"UK-XPKO01-141216-043723.wav","UK-XPKO01-141216-043723.wav","y","i_neg","HB.s.p.10",""
